sample_name	target_intended	stratum	canonical_smiles	leakage_class	max_tanimoto_to_training	max_tanimoto_to_approved	iptm	interface_pae_min	intended_target_rank	intended_target_cosine	top10_off_target_genes	top10_off_target_cosines	top10_off_target_ranks	max_off_target_cosine	n_other_decoder_targets_in_top50	qed	mw	logp	ro5_compliant
dec_JAK2_0706	JAK2	scaffold_div	CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4cccc(-c5ccc(CBr)nc5)n4n3)cc2)CC1	C	0.5176	0.25	0.92	1.55	3	0.2487	JAK3;PTK2;JAK2;Jak3;TYK2;Jak2;Tyk2;Ptk2;MAP3K12;Jak1	0.2524;0.2514;0.2487;0.2351;0.2274;0.2269;0.2216;0.2017;0.1970;0.1889	1;2;4;10;17;18;21;97;102;110	0.2524	3	0.2776	563.5	6.544	False
dec_JAK2_0707	JAK2	scaffold_div	CCN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC(F)(F)CC2)CC1	C	0.7077	0.3659	0.92	1.9	5	0.2425	JAK3;Jak3;JAK1;Jak1;JAK2;Jak2;TYK2;Tyk2;TNK2;ADA	0.2782;0.2585;0.2553;0.2552;0.2425;0.2327;0.2067;0.1998;0.1835;0.1634	1;3;5;6;18;29;79;101;131;139	0.2782	4	0.743	441.55	3.404	True
dec_JAK2_0708	JAK2	scaffold_div	CC(C)(CS)OC(=O)N1CC[C@@H](n2nc(Nc3ccc(N4CCOCC4=O)cc3)c3c(=O)[nH]ccc32)[C@H](F)C1	C	0.4563	0.2202	0.92	1.81	1	0.2424	JAK2;JAK1;Jak2;Jak1;ABL1;MET;ABL2;HCK;Abl1;MAP3K9	0.2424;0.2328;0.2250;0.2229;0.1893;0.1814;0.1811;0.1767;0.1724;0.1701	1;2;19;21;68;72;73;81;94;98	0.2424	6	0.3973	558.64	3.261	False
dec_JAK2_0710	JAK2	scaffold_div	CC(C)(CF)OC(=O)N1CCC(N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)CC1	C	0.7179	0.25	0.91	1.87	3	0.2421	Jak1;JAK1;JAK2;Jak2;Tyk2;TYK2;TEK;MERTK;ITK;MEN1	0.2499;0.2454;0.2421;0.2026;0.1622;0.1597;0.1553;0.1550;0.1446;0.1399	1;2;3;13;42;43;46;47;74;85	0.2499	5	0.5525	515.57	3.138	False
dec_JAK2_0711	JAK2	mid_cosine	CCN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)c2ccccc2)C1	C	0.7636	0.3291	0.88	2.68	4	0.2425	JAK1;Jak1;Jak2;JAK2;JAK3;Jak3;TNK2;TYK2;Tyk2;ULK1	0.2856;0.2662;0.2425;0.2425;0.2329;0.2135;0.1936;0.1874;0.1818;0.1401	1;10;29;30;32;60;110;132;135;142	0.2856	4	0.6937	371.47	2.294	True
dec_JAK2_0712	JAK2	mid_cosine	CCN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC(F)(F)CC2)CC1	C	0.7077	0.3659	0.92	1.9	5	0.2425	JAK3;Jak3;JAK1;Jak1;JAK2;Jak2;TYK2;Tyk2;TNK2;ADA	0.2782;0.2585;0.2553;0.2552;0.2425;0.2327;0.2067;0.1998;0.1835;0.1634	1;3;5;6;18;29;79;101;131;139	0.2782	4	0.743	441.55	3.404	True
dec_JAK2_0713	JAK2	mid_cosine	CC(C)(CS)OC(=O)N1CC[C@@H](n2nc(Nc3ccc(N4CCOCC4=O)cc3)c3c(=O)[nH]ccc32)[C@H](F)C1	C	0.4563	0.2202	0.92	1.81	1	0.2424	JAK2;JAK1;Jak2;Jak1;ABL1;MET;ABL2;HCK;Abl1;MAP3K9	0.2424;0.2328;0.2250;0.2229;0.1893;0.1814;0.1811;0.1767;0.1724;0.1701	1;2;19;21;68;72;73;81;94;98	0.2424	6	0.3973	558.64	3.261	False
dec_JAK2_0715	JAK2	mid_cosine	CC(C)(CF)OC(=O)N1CCC(N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)CC1	C	0.7179	0.25	0.91	1.87	3	0.2421	Jak1;JAK1;JAK2;Jak2;Tyk2;TYK2;TEK;MERTK;ITK;MEN1	0.2499;0.2454;0.2421;0.2026;0.1622;0.1597;0.1553;0.1550;0.1446;0.1399	1;2;3;13;42;43;46;47;74;85	0.2499	5	0.5525	515.57	3.138	False
dec_JAK3_0722	JAK3	top_cosine	CC=CC(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)n2)CC1	C	0.7324	0.1456	0.98	0.91	1	0.3472	JAK3;Jak3;PTK2B;JAK2;Jak1;Jak2;TYK2;JAK1;Tyk2;Ptk2b	0.3472;0.3234;0.2717;0.2712;0.2483;0.2472;0.2466;0.2423;0.2422;0.2089	1;29;34;35;67;68;69;71;72;102	0.3472	4	0.4153	509.49	3.374	False
dec_JAK3_0724	JAK3	top_cosine	O=C(C=CBr)Nc1cccc(Cn2ncc3cnc4[nH]ccc4c32)c1	C	0.4932	0.2088	0.96	1.2	1	0.3238	JAK3;JAK1;Jak2;JAK2;Jak1;Jak3;TYK2;Tyk2;ROS1;Ada	0.3238;0.3117;0.2944;0.2913;0.2736;0.2663;0.2104;0.2091;0.2088;0.1987	1;3;28;38;78;92;137;138;139;141	0.3238	4	0.5155	396.25	3.808	True
dec_JAK3_0725	JAK3	top_cosine	CC(CO)C(=O)N1CCC(Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)cn4)cc23)CC1	C	0.4949	0.23	0.88	2.88	1	0.3166	JAK3;Jak3;TYK2;JAK1;Jak1;Tyk2;JAK2;Jak2;CSNK2A1;ACK2	0.3166;0.2750;0.2625;0.2590;0.2577;0.2506;0.2297;0.2159;0.2103;0.2057	1;2;4;5;6;8;35;36;41;42	0.3166	3	0.5168	447.5	1.398	True
dec_JAK3_0726	JAK3	top_cosine	O=C(C=CCl)Nc1cccc(-c2ncnc3[nH]ccc23)c1	C	0.76	0.25	0.93	1.85	1	0.3213	JAK3;Jak3;Jak2;JAK2;Jak1;JAK1;TYK2;Tyk2;TXK;PTK2	0.3213;0.3204;0.2547;0.2539;0.2524;0.2513;0.2349;0.2303;0.2171;0.2049	1;2;36;37;39;40;68;76;127;129	0.3213	4	0.7287	298.73	3.316	True
dec_JAK3_0728	JAK3	top_cosine	O=C(C=CP)N1CCC[C@@H](Nc2nc(Nc3cnn(CC(F)F)c3)nc3[nH]ncc23)C1	C	0.8571	0.1731	0.79	4.42	1	0.3069	JAK3;Jak3;Jak2;Btk;BTK;MAP2K7;JAK2;CDK7;Jak1;JAK1	0.3069;0.2718;0.2648;0.2635;0.2629;0.2615;0.2354;0.2305;0.2252;0.2210	1;26;29;31;32;36;51;77;88;92	0.3069	5	0.3745	449.41	2.35	True
dec_JAK3_0729	JAK3	top_cosine	O=C(C=CP)N1CCC[C@@H](Oc2nc(Nc3cnn(CC(F)F)c3)nc3[nH]nc(Cl)c23)C1	C	0.7073	0.1545	0.78	4.88	1	0.2948	JAK3;Jak3;Jak2;Btk;BTK;MAP2K7;TEC;JAK2;TXK;Jak1	0.2948;0.2705;0.2509;0.2477;0.2471;0.2268;0.2256;0.2232;0.2119;0.2092	1;5;34;35;36;39;40;46;85;89	0.2948	6	0.3912	484.84	2.97	True
dec_JAK3_0730	JAK3	top_cosine	CC=CC(=O)Nc1cccc(Cn2ccc3cnc(Nc4ccc(S(C)(=O)=O)cc4)nc32)c1	C	0.6197	0.1154	0.96	1.05	1	0.2943	JAK3;INSR;IGF1R;Jak3;Jak2;JAK2;PTK2;TXK;CDK7;PLK4	0.2943;0.2797;0.2793;0.2759;0.2646;0.2597;0.2514;0.2514;0.2393;0.2272	1;27;28;30;33;41;79;80;83;95	0.2943	4	0.4008	461.55	4.141	True
dec_JAK3_0731	JAK3	top_cosine	CC1(CF)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N	C	0.8065	0.1531	0.93	1.71	1	0.2938	JAK3;Jak1;JAK1;Jak3;TYK2;Tyk2;JAK2;Jak2;OGT;CSNK2A1	0.2938;0.2724;0.2688;0.2636;0.2424;0.2372;0.2284;0.2087;0.1655;0.1543	1;2;3;4;6;7;32;34;67;76	0.2938	3	0.6168	395.48	3.368	True
dec_JAK3_0732	JAK3	top_cosine	NC(=O)c1cnc(Nc2cnn(CP)c2)nc1NCc1ccccc1C(F)(F)F	C	0.8413	0.1188	0.91	2.07	3	0.2910	TYK2;Tyk2;JAK3;Jak3;PTK2;Jak2;IGF1R;JAK2;Ptk2;Tyro3	0.3196;0.3029;0.2910;0.2856;0.2770;0.2640;0.2598;0.2583;0.2558;0.2529	1;12;14;15;17;21;41;47;69;105	0.3196	3	0.5042	423.34	2.979	True
dec_JAK3_0733	JAK3	top_cosine	CC=CC(=O)Nc1cccc(Cn2ncc3cnc(Nc4ccc(C)nc4)nc32)c1	C	0.8281	0.1176	0.97	1.07	1	0.3064	JAK3;TXK;Jak3;TEC;BTK;Bmx;IGF1R;INSR;ITK;FGFR4	0.3064;0.2836;0.2725;0.2443;0.2388;0.2378;0.2370;0.2368;0.2357;0.2340	1;27;28;32;33;34;35;36;37;40	0.3064	4	0.4783	399.46	3.836	True
dec_JAK3_0734	JAK3	top_cosine	O=S(=O)(C[C@H]1CC[C@H](N(CP)c2ncnc3[nH]ccc23)CC1)N1CC(COC(F)F)C1	C	0.7	0.3333	0.82	4.1	1	0.2839	JAK3;Jak1;JAK1;Jak3;JAK2;Jak2;TYK2;Tyk2;TNK2;ADA	0.2839;0.2488;0.2465;0.2443;0.2384;0.2212;0.1928;0.1904;0.1506;0.1493	1;3;4;5;9;32;69;73;130;132	0.2839	3	0.5611	475.5	2.657	True
dec_JAK3_0735	JAK3	top_cosine	CC=CC(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2	C	0.7544	0.2892	0.98	1.0	1	0.2830	JAK3;Jak3;TXK;TEC;BTK;Btk;ITK;BLK;Bmx;ERBB4	0.2830;0.2587;0.2502;0.2318;0.2169;0.2167;0.2034;0.2019;0.2011;0.1892	1;29;31;35;38;39;42;43;44;46	0.2830	5	0.8628	311.39	2.105	True
dec_JAK3_0736	JAK3	top_cosine	Cn1ccc(-c2cn3ncc(C(N)=O)c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@H]4CO)c3n2)n1	C	0.9028	0.181	0.9	2.34	1	0.2824	JAK3;JAK1;Jak1;Jak3;JAK2;TYK2;Jak2;Tyk2;TNK2;ERN1	0.2824;0.2736;0.2735;0.2386;0.2241;0.2132;0.2112;0.2049;0.1720;0.1657	1;2;3;4;18;41;42;47;77;90	0.2824	3	0.4634	449.48	-0.236	True
dec_JAK3_0737	JAK3	top_cosine	CCn1cc(Nc2nc(N[C@@H]3CCCN(C(=O)C(C)=CF)C3)c3c(Cl)n[nH]c3n2)cn1	C	0.7973	0.181	0.94	1.41	3	0.2819	Btk;BTK;JAK3;Jak3;Jak2;Tyk2;BMX;Bmx;TYK2;JAK2	0.3078;0.3076;0.2819;0.2790;0.2717;0.2534;0.2495;0.2480;0.2454;0.2429	1;3;9;12;33;51;54;59;66;71	0.3078	5	0.4964	447.91	3.243	True
dec_JAK3_0738	JAK3	top_cosine	O=S(=O)(CCCP)N1CCC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1	C	0.7826	0.1919	0.85	3.17	1	0.2785	JAK3;JAK2;Jak2;Jak1;JAK1;Jak3;Tyk2;TYK2;MAP2K7;INSR	0.2785;0.2702;0.2563;0.2461;0.2433;0.2196;0.2176;0.2168;0.1566;0.1353	1;2;3;5;6;50;52;53;136;161	0.2785	4	0.5562	432.49	2.491	True
dec_JAK3_0739	JAK3	top_cosine	CC=CC(=O)Nc1ccc(-c2cccn3nc(Nc4ccc(N5CCN(C)CC5)cc4)nc23)cc1	C	0.5714	0.13	0.95	1.39	2	0.2875	PTK2;JAK3;JAK2;Jak3;Jak2;Ptk2;PTK2B;ERBB3;TYK2;Tyk2	0.2984;0.2875;0.2760;0.2544;0.2502;0.2422;0.2361;0.2346;0.2280;0.2270	1;4;26;76;78;80;82;83;87;93	0.2984	6	0.4093	467.58	4.406	True
dec_JAK3_0741	JAK3	top_cosine	CC1(CS)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N	C	0.8065	0.1531	0.92	1.9	1	0.2749	JAK3;Jak3;Jak1;JAK1;TYK2;Tyk2;JAK2;Jak2;ACK2;CSNK2A1	0.2749;0.2497;0.2220;0.2175;0.2140;0.2079;0.2016;0.1854;0.1769;0.1725	1;2;29;30;31;32;35;36;38;48	0.2749	3	0.4859	409.56	3.328	True
dec_JAK3_0742	JAK3	top_cosine	O=C(C=CBr)N1CCC[C@@H](Nc2ncnc3[nH]ccc23)C1	C	0.8182	0.3636	0.94	1.39	1	0.2745	JAK3;Jak3;Jak1;JAK2;Jak2;JAK1;TYK2;MAP2K7;Tyk2;Btk	0.2745;0.2493;0.2129;0.2099;0.2083;0.2080;0.1939;0.1929;0.1928;0.1858	1;5;34;35;36;37;59;62;63;78	0.2745	4	0.8333	350.22	2.269	True
dec_JAK3_0743	JAK3	top_cosine	O=C(C=CP)N1CCC[C@@H](Oc2nc(Nc3cnn(C4CCC4)c3)nc3[nH]nc(Cl)c23)C1	C	0.7973	0.1495	0.8	4.42	1	0.2743	JAK3;Jak3;Btk;BTK;Jak2;TEC;TXK;MAP2K7;Bmx;ITK	0.2743;0.2490;0.2478;0.2474;0.2281;0.2265;0.2251;0.2168;0.2153;0.2145	1;24;26;27;37;39;40;44;46;47	0.2743	6	0.4153	474.89	3.43	True
dec_JAK3_0744	JAK3	top_cosine	O=C(C=CO)N1CCC[C@@H](Nc2nc(Nc3cnn(CCN4CCOCC4)c3)nc3[nH]nc(Cl)c23)C1	C	0.8933	0.1651	0.91	1.77	1	0.2742	JAK3;Jak3;Jak2;BTK;Btk;JAK2;Bmx;CDK7;TYK2;BMX	0.2742;0.2474;0.2155;0.2093;0.2092;0.2016;0.1952;0.1923;0.1911;0.1907	1;2;34;36;37;39;67;71;72;73	0.2742	6	0.2574	516.99	1.753	False
dec_JAK3_0745	JAK3	top_cosine	O=C(C=CF)N1CCC[C@@H](Nc2nc(Nc3cnn(C4CCOCC4)c3)nc3[nH]ncc23)C1	C	0.8592	0.1604	0.93	1.58	1	0.2741	JAK3;MAP2K7;Jak3;Btk;BTK;Jak2;CDK7;Bmx;BMX;TXK	0.2741;0.2464;0.2436;0.2333;0.2331;0.2076;0.2070;0.1990;0.1948;0.1928	1;3;11;41;42;48;49;52;54;55	0.2741	5	0.4843	455.5	2.531	True
dec_JAK3_0746	JAK3	top_cosine	CCC(CCS)n1cc(-c2nc(-c3cnn(C4CCN(S(C)(=O)=O)CC4)c3)cn3nccc23)cn1	C	0.8788	0.1321	0.93	1.6	1	0.2737	JAK3;JAK2;JAK1;Jak1;Jak2;TYK2;Tyk2;Jak3;MLKL;KIT	0.2737;0.2684;0.2678;0.2663;0.2354;0.2319;0.2247;0.2164;0.1942;0.1755	1;2;3;4;5;7;17;21;37;107	0.2737	3	0.362	514.68	3.324	False
dec_JAK3_0747	JAK3	top_cosine	Cn1cc(Nc2ncc(C(N)=O)c(N[C@@H]3CCCN(C(=O)CP)C3)n2)cn1	C	0.5467	0.2283	0.77	4.38	1	0.2736	JAK3;Tyk2;TYK2;Jak3;IRAK4;CHEK2;PTK2;PTK6;roco4;BCL6	0.2736;0.2720;0.2714;0.2525;0.2396;0.2339;0.2237;0.2192;0.2182;0.2144	1;2;3;4;18;44;57;63;67;71	0.2736	5	0.6059	390.39	0.331	True
dec_JAK3_0748	JAK3	top_cosine	O=C(C=CS)N1CCC[C@@H](Nc2nc(Nc3cnn(CC(F)F)c3)nc3[nH]nc(Cl)c23)C1	C	0.863	0.1792	0.93	1.59	1	0.2726	JAK3;CDK7;Jak3;Btk;BTK;MAP2K7;Jak2;JAK2;EIF2AK3;TEC	0.2726;0.2513;0.2445;0.2424;0.2413;0.2324;0.2224;0.2200;0.2196;0.2044	1;2;12;22;26;38;49;51;52;88	0.2726	6	0.3012	483.94	3.058	True
dec_JAK3_0749	JAK3	top_cosine	CCC(CCF)n1cc(-c2nc(-c3cnn(CC(N)=O)c3)cn3nccc23)cn1	C	0.697	0.1188	0.91	2.0	1	0.2721	JAK3;JAK2;JAK1;Jak1;Jak2;Jak3;TYK2;Tyk2;MLKL;KIT	0.2721;0.2362;0.2360;0.2331;0.2261;0.2254;0.2222;0.2166;0.1606;0.1434	1;2;3;4;5;7;8;10;96;124	0.2721	4	0.4913	396.43	2.252	True
dec_JAK3_0750	JAK3	top_cosine	CC=CC(=O)N1CCCN(C(=O)c2cc(Sc3cnc(NC(=O)C4CC4)s3)c(C)cc2OC)C[C@H]1C	C	0.8571	0.1651	0.88	3.33	2	0.2829	TXK;JAK3;TEC;ITK;Bmx;Btk;BTK;Jak3;BMX;BLK	0.3330;0.2829;0.2727;0.2562;0.2518;0.2482;0.2465;0.2451;0.2427;0.2205	1;2;24;31;32;33;35;36;37;57	0.3330	3	0.5284	528.7	4.599	False
dec_JAK3_0751	JAK3	top_cosine	O=C(C=CF)N1CCC[C@@H](Nc2nc(Nc3cnn(CC(F)F)c3)nc3[nH]nc(Cl)c23)C1	C	0.875	0.1698	0.94	1.43	1	0.2705	JAK3;Btk;BTK;Jak3;MAP2K7;CDK7;Jak2;TEC;Bmx;BMX	0.2705;0.2499;0.2490;0.2421;0.2275;0.2247;0.2110;0.2054;0.2008;0.1993	1;2;3;5;34;35;51;54;59;60	0.2705	6	0.4551	469.86	3.098	True
dec_JAK3_0752	JAK3	top_cosine	CC1(CCl)CCC(Nc2c(C(N)=O)cnn3cc(-c4cccc(C#N)c4)cc23)CC1	C	0.7027	0.1782	0.86	2.94	1	0.2704	JAK3;Jak1;JAK1;JAK2;TYK2;Jak3;Tyk2;Jak2;FRK;Lck	0.2704;0.2578;0.2577;0.2454;0.2413;0.2334;0.2315;0.2201;0.1939;0.1713	1;2;3;4;5;7;9;12;54;71	0.2704	4	0.5894	421.93	4.571	True
dec_JAK3_0753	JAK3	top_cosine	CC=CC(=O)N1CCC[C@@H](Nc2nc(Nc3cnn(CC(F)(F)F)c3)nc3[nH]nc(Cl)c23)C1	C	0.8649	0.1776	0.92	1.83	1	0.2688	JAK3;Jak3;Btk;BTK;MAP2K7;Bmx;TXK;BMX;TEC;ITK	0.2688;0.2422;0.2376;0.2371;0.2338;0.2144;0.2076;0.2018;0.2002;0.1893	1;29;30;32;34;44;49;51;52;55	0.2688	6	0.4594	483.89	3.488	True
dec_JAK3_0754	JAK3	top_cosine	CCC(CCP)n1cc(-c2nc(-c3cnn(C[C@H](O)CO)c3)cn3nccc23)cn1	C	0.8644	0.0865	0.83	3.81	1	0.2684	JAK3;JAK1;Jak1;JAK2;Jak2;Jak3;TYK2;Tyk2;KIT;MLKL	0.2684;0.2523;0.2515;0.2471;0.2455;0.2254;0.2248;0.2158;0.1845;0.1777	1;2;3;4;5;7;9;15;120;141	0.2684	3	0.3961	427.45	2.026	True
dec_JAK3_0755	JAK3	top_cosine	N#CCC1(n2cc(-c3cc(-c4cc(O)ccc4CC(F)(F)F)cc4[nH]ncc34)cn2)CN(S(=O)(=O)CCP)C1	C	0.4674	0.1316	0.94	1.44	5	0.2676	JAK2;Jak1;JAK1;Jak2;JAK3;TYK2;Tyk2;Jak3;MLKL;USP7	0.3012;0.2988;0.2987;0.2868;0.2676;0.2068;0.2040;0.1934;0.1766;0.1592	1;2;3;4;6;32;35;57;104;133	0.3012	3	0.3051	576.54	4.033	False
dec_JAK3_0756	JAK3	top_cosine	CCC(CCP)n1cc(-c2nc(-c3cnn(C[C@@H](N)CO)c3)cn3nccc23)cn1	C	0.8667	0.0962	0.85	3.1	1	0.2673	JAK3;JAK1;Jak1;JAK2;Jak2;Jak3;TYK2;Tyk2;KIT;MLKL	0.2673;0.2566;0.2555;0.2430;0.2340;0.2321;0.2279;0.2213;0.1820;0.1600	1;2;3;4;5;7;8;10;93;144	0.2673	5	0.396	426.47	1.992	True
dec_JAK3_0757	JAK3	top_cosine	N#CC1(C(=O)N2CCC[C@@H](NC(=O)c3c[nH]c4ncc(NC5CCN(C(=O)C=CBr)CC5)nc34)C2)CC1	C	0.5974	0.2115	0.96	1.04	1	0.2667	JAK3;Jak3;ITK;Btk;BTK;Tyk2;Bmx;TEC;TYK2;JAK1	0.2667;0.2469;0.2388;0.2378;0.2365;0.2263;0.2226;0.2207;0.2189;0.2159	1;2;4;5;8;15;18;25;40;49	0.2667	5	0.4526	569.46	2.294	False
dec_JAK3_0758	JAK3	top_cosine	CC[C@H](O)C(=O)N1CCC[C@@H](Nc2c(C(N)=O)cnn3cc(-c4cnn(C5CC5)c4)cc23)C1	C	0.6538	0.1765	0.9	2.27	1	0.2667	JAK3;Jak3;MAP2K7;TYK2;Tyk2;Jak1;Jak2;JAK1;ACK2;JAK2	0.2667;0.2366;0.2314;0.1973;0.1969;0.1911;0.1900;0.1886;0.1749;0.1741	1;2;4;42;43;44;45;46;51;53	0.2667	3	0.5021	451.53	1.805	True
dec_JAK3_0759	JAK3	top_cosine	Cn1cc(-c2cc3c(N[C@@H]4CCCN(C(=O)[C@H](O)CF)C4)c(C(N)=O)cnn3c2)cn1	C	0.6711	0.18	0.89	2.51	1	0.2665	JAK3;TYK2;Tyk2;Jak1;JAK1;JAK2;Jak3;Jak2;PLK1;CAMK1D	0.2665;0.2320;0.2264;0.2260;0.2252;0.2167;0.2162;0.2092;0.1859;0.1742	1;2;3;4;5;6;7;8;46;70	0.2665	3	0.5251	429.46	0.567	True
dec_JAK3_0760	JAK3	top_cosine	O=C(C=CF)N1CCC[C@@H](Nc2nc(Nc3cnn(CC(F)F)c3)nc3[nH]ncc23)C1	C	0.8696	0.1748	0.91	1.88	1	0.2659	JAK3;Btk;BTK;MAP2K7;Jak3;Jak2;CDK7;TEC;Bmx;BMX	0.2659;0.2475;0.2471;0.2440;0.2301;0.2094;0.2045;0.2008;0.1974;0.1967	1;2;3;5;31;49;51;55;57;58	0.2659	6	0.4882	435.41	2.444	True
dec_JAK3_0761	JAK3	top_cosine	O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCN(CCBr)CC2)ccc1C(F)(F)F	C	0.5652	0.1176	0.98	0.9	1	0.3079	JAK3;Jak3;PRKCQ;PRKCD;Prkcq;MARK2;Rps6ka3;ULK1;MARK4;SGK1	0.3079;0.2711;0.2607;0.2606;0.2561;0.2538;0.2509;0.2492;0.2489;0.2470	1;28;31;32;33;34;35;40;41;44	0.3079	3	0.3761	548.36	3.666	False
dec_JAK3_0762	JAK3	top_cosine	N#CCC(CCCl)n1cc(-c2nc(-c3cnn(C4CCNCC4)c3)cn3nccc23)cn1	C	0.7206	0.1569	0.95	1.38	3	0.2652	JAK1;Jak1;JAK3;JAK2;TYK2;Jak2;Tyk2;Jak3;KIT;ULK1	0.2681;0.2660;0.2652;0.2590;0.2330;0.2293;0.2191;0.2143;0.1445;0.1315	1;2;3;4;5;6;8;9;132;143	0.2681	5	0.4333	449.95	3.464	True
dec_JAK3_0763	JAK3	top_cosine	O=C1c2cnc3[nH]ccc3c2N([C@H]2CC[C@H](CNCC(F)F)CC2)CN1CCS	C	0.8254	0.2697	0.94	1.33	4	0.2648	JAK2;JAK1;Jak1;JAK3;Tyk2;Jak2;TYK2;Jak3;TNK2;KIT	0.2949;0.2948;0.2855;0.2648;0.2319;0.2294;0.2293;0.2257;0.2120;0.1957	1;2;17;21;64;69;70;74;95;105	0.2949	4	0.599	423.53	3.126	True
dec_JAK3_0764	JAK3	top_cosine	Cn1cc(Nc2ncc(Cl)c(N3CCC4(CCN(C(=O)C=CP)C4)C3)n2)cn1	C	0.5135	0.1313	0.92	1.7	3	0.2647	Jak2;BTK;JAK3;JAK2;Jak1;JAK1;ITK;FGFR4;Btk;FGFR1	0.2813;0.2701;0.2647;0.2602;0.2550;0.2518;0.2507;0.2488;0.2455;0.2410	1;3;4;5;6;9;10;11;23;31	0.2813	5	0.6054	419.86	2.425	True
dec_JAK3_0765	JAK3	top_cosine	CC=CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(NC(=O)c4ccsc4)s3)c(C)cc2OC)CC1	C	0.8611	0.1284	0.96	1.4	2	0.2809	TXK;JAK3;ITK;TEC;Bmx;BLK;Btk;BTK;BMX;Jak3	0.3578;0.2809;0.2784;0.2753;0.2559;0.2558;0.2545;0.2526;0.2501;0.2385	1;2;4;7;43;44;47;50;52;57	0.3578	3	0.432	542.71	4.786	False
dec_JAK3_0766	JAK3	top_cosine	Cc1n[nH]c2nc(Nc3cnn(CC(=O)N4CCOCC4)c3)nc(N[C@@H]3CCCN(C(=O)C=CF)C3)c12	C	0.6829	0.1818	0.92	1.52	4	0.2643	CDK9;CCNT1;Jak2;JAK3;EIF2AK4;Jak3;JAK2;Btk;Tyk2;BTK	0.2860;0.2831;0.2650;0.2643;0.2400;0.2387;0.2353;0.2264;0.2262;0.2257	1;3;13;14;16;17;18;52;54;55	0.2860	6	0.3993	512.55	1.346	False
dec_JAK3_0767	JAK3	top_cosine	O=C(NCCCl)c1ccc(-c2cccn3nc(Nc4ccc(CN5CCOCC5)cc4)nc23)cc1	C	0.6761	0.125	0.97	1.01	6	0.2637	PTK2;JAK2;TYK2;Jak2;Ptk2;JAK3;Jak3;Tyk2;JAK1;MAP3K12	0.3225;0.2907;0.2791;0.2758;0.2714;0.2637;0.2617;0.2580;0.2297;0.2250	1;9;48;49;57;63;65;66;111;144	0.3225	4	0.3639	491.0	3.941	True
dec_JAK3_0768	JAK3	top_cosine	CCC(CCP)n1cc(-c2nc(-c3cnn(CC(=O)N(C)C)c3)cn3nccc23)cn1	C	0.8689	0.1275	0.83	3.73	1	0.2633	JAK3;JAK1;Jak1;JAK2;Jak2;TYK2;Jak3;Tyk2;KIT;MLKL	0.2633;0.2488;0.2466;0.2408;0.2326;0.2186;0.2166;0.2137;0.1672;0.1652	1;2;3;4;5;7;8;9;116;125	0.2633	5	0.395	438.48	2.761	True
dec_JAK3_0769	JAK3	top_cosine	CC=CC(=O)N1CCC[C@@H](Nc2nc(Nc3cnn(CC(=O)NC)c3)nc3[nH]nc(Cl)c23)C1	C	0.8767	0.1792	0.91	2.01	1	0.2633	JAK3;Btk;BTK;Jak3;MAP2K7;Bmx;TXK;TEC;BMX;ITK	0.2633;0.2440;0.2437;0.2420;0.2302;0.2159;0.2122;0.2078;0.2055;0.1870	1;29;30;32;34;43;44;47;49;84	0.2633	6	0.3797	472.94	1.671	True
dec_JAK3_0770	JAK3	top_cosine	CCc1cc(Nc2cc(N3CCC[C@@H](NC(=O)N(C)C)C3)c(C(N)=O)nn2)ccc1C(F)(F)F	C	0.4767	0.1863	0.87	2.92	1	0.2630	JAK3;Jak3;EGFR;TEAD1;TEAD3;TEAD4;ERBB3;LCK;TEAD2;Lck	0.2630;0.2403;0.2048;0.2007;0.1983;0.1976;0.1952;0.1880;0.1874;0.1851	1;11;31;32;34;35;38;45;46;71	0.2630	3	0.5863	479.51	3.14	True
dec_JAK3_0771	JAK3	top_cosine	CCCC(CC)n1cc(-c2nc(-c3cnn(C[C@H](O)CO)c3)cn3nccc23)cn1	C	0.8947	0.0882	0.94	1.6	1	0.2628	JAK3;JAK2;JAK1;Jak1;Jak2;TYK2;Jak3;Tyk2;MLKL;KIT	0.2628;0.2348;0.2290;0.2276;0.2203;0.2183;0.2149;0.2112;0.1452;0.1442	1;2;3;4;5;7;8;9;116;119	0.2628	4	0.44	409.49	2.561	True
