protein_idx	protein_id	uniprot_accession	gene_symbol	status
12984	pdb:5dtr	Q8TEK3	DOT1L	pdb→sifts→uniprot
12985	pdb:5dts	Q6XEC0	OXA-48	pdb→sifts→uniprot
12986	pdb:5dtt	Q6XEC0	OXA-48	pdb→sifts→uniprot
12987	pdb:5dtw	P9WNP1	echA6	pdb→sifts→uniprot
12988	pdb:5du4	P9WNP1	echA6	pdb→sifts→uniprot
12989	pdb:5du6	P9WNP1	echA6	pdb→sifts→uniprot
12990	pdb:5du8	P9WNP1	echA6	pdb→sifts→uniprot
12991	pdb:5duc	P9WNP1	echA6	pdb→sifts→uniprot
12992	pdb:5duf	P9WNP1	echA6	pdb→sifts→uniprot
12993	pdb:5dus	K9N638		pdb→sifts→uniprot
12994	pdb:5duw	P56470	LGALS4	pdb→sifts→uniprot
12995	pdb:5dv2	Q96LI5	CNOT6L	pdb→sifts→uniprot
12996	pdb:5dv4	Q96LI5	CNOT6L	pdb→sifts→uniprot
12997	pdb:5dva	Q6XEC0	OXA-48	pdb→sifts→uniprot
12998	pdb:5dw1	P25440	BRD2	pdb→sifts→uniprot
12999	pdb:5dw2	O60885	BRD4	pdb→sifts→uniprot
13000	pdb:5anq	O75164	KDM4A	pdb→sifts→uniprot
13001	pdb:5ans	P36639	NUDT1	pdb→sifts→uniprot
13002	pdb:5ant	P36639	NUDT1	pdb→sifts→uniprot
13003	pdb:5anu	P36639	NUDT1	pdb→sifts→uniprot
13004	pdb:5anv	P36639	NUDT1	pdb→sifts→uniprot
13005	pdb:5anw	P36639	NUDT1	pdb→sifts→uniprot
13006	pdb:5aoi	P04637	TP53	pdb→sifts→uniprot
13007	pdb:5aoj	P04637	TP53	pdb→sifts→uniprot
13008	pdb:5aol	P04637	TP53	pdb→sifts→uniprot
13009	pdb:5aom	P04637	TP53	pdb→sifts→uniprot
13010	pdb:5ap0	P33981	TTK	pdb→sifts→uniprot
13011	pdb:5ap1	P33981	TTK	pdb→sifts→uniprot
13012	pdb:5ap2	P33981	TTK	pdb→sifts→uniprot
13013	pdb:5ap3	P33981	TTK	pdb→sifts→uniprot
13014	pdb:5ap4	P33981	TTK	pdb→sifts→uniprot
13015	pdb:5ap5	P33981	TTK	pdb→sifts→uniprot
13016	pdb:5ap6	P33981	TTK	pdb→sifts→uniprot
13017	pdb:5ap7	P33981	TTK	pdb→sifts→uniprot
13018	pdb:5aph	P51449	RORC	pdb→sifts→uniprot
13019	pdb:5apj	P51449	RORC	pdb→sifts→uniprot
13020	pdb:5apr	P06026		pdb→sifts→uniprot
13021	pdb:5aqf	P11142	HSPA8	pdb→sifts→uniprot
13022	pdb:5aqg	P11142	HSPA8	pdb→sifts→uniprot
13023	pdb:5aqh	P11142	HSPA8	pdb→sifts→uniprot
13024	pdb:5aqj	P11142	HSPA8	pdb→sifts→uniprot
13025	pdb:5aqk	P11142	HSPA8	pdb→sifts→uniprot
13026	pdb:5aqn	P11142	HSPA8	pdb→sifts→uniprot
13027	pdb:5aqo	P11142	HSPA8	pdb→sifts→uniprot
13028	pdb:5aqp	P11142	HSPA8	pdb→sifts→uniprot
13029	pdb:5aqq	P11142	HSPA8	pdb→sifts→uniprot
13030	pdb:5aqr	P11142	HSPA8	pdb→sifts→uniprot
13031	pdb:5aqt	P11142	HSPA8	pdb→sifts→uniprot
13032	pdb:5aqu	P11142	HSPA8	pdb→sifts→uniprot
13033	pdb:5aqv	P11142	HSPA8	pdb→sifts→uniprot
13034	pdb:5aqz	P0DMV8	HSPA1A	pdb→sifts→uniprot
13035	pdb:5ar0	P0DMV8	HSPA1A	pdb→sifts→uniprot
13036	pdb:5ar4	O43353	RIPK2	pdb→sifts→uniprot
13037	pdb:5ar5	O43353	RIPK2	pdb→sifts→uniprot
13038	pdb:5ar7	O43353	RIPK2	pdb→sifts→uniprot
13039	pdb:5ar8	O43353	RIPK2	pdb→sifts→uniprot
13040	pdb:5arf	Q9NRG4	SMYD2	pdb→sifts→uniprot
13041	pdb:5arg	Q9NRG4	SMYD2	pdb→sifts→uniprot
13042	pdb:5aut	P53355	DAPK1	pdb→sifts→uniprot
13043	pdb:5auu	P53355	DAPK1	pdb→sifts→uniprot
13044	pdb:5auv	P53355	DAPK1	pdb→sifts→uniprot
13045	pdb:5auw	P53355	DAPK1	pdb→sifts→uniprot
13046	pdb:5aux	P53355	DAPK1	pdb→sifts→uniprot
13047	pdb:5auy	P53355	DAPK1	pdb→sifts→uniprot
13048	pdb:5auz	P53355	DAPK1	pdb→sifts→uniprot
13049	pdb:5av0	P53355	DAPK1	pdb→sifts→uniprot
13050	pdb:5ave	A0A0H3AES3		pdb→sifts→uniprot
13051	pdb:5avf	Q9KL26		pdb→sifts→uniprot
13052	pdb:5avi	Q13133	NR1H3	pdb→sifts→uniprot
13053	pdb:5awj	P13053	Vdr	pdb→sifts→uniprot
13054	pdb:5awt	Q9BQI5	SGIP1	pdb→sifts→uniprot
13055	pdb:5awu	Q9BQI5	SGIP1	pdb→sifts→uniprot
13056	pdb:5ax3	P28482	MAPK1	pdb→sifts→uniprot
13057	pdb:5ax9	Q9UKE5	TNIK	pdb→sifts→uniprot
13058	pdb:5axi	Q3TTA7	Cblb	pdb→sifts→uniprot
13059	pdb:5axp	Q9Y233	PDE10A	pdb→sifts→uniprot
13060	pdb:5axq	Q9Y233	PDE10A	pdb→sifts→uniprot
13061	pdb:5ayf	Q8WTS6	SETD7	pdb→sifts→uniprot
13062	pdb:5ayt	P02766	TTR	pdb→sifts→uniprot
13063	pdb:5ayy	Q15274	QPRT	pdb→sifts→uniprot
13064	pdb:5azf	Q09490	lgg-1	pdb→sifts→uniprot
13065	pdb:5azg	Q09490	lgg-1	pdb→sifts→uniprot
13066	pdb:5b0x	P68400	CSNK2A1	pdb→sifts→uniprot
13067	pdb:5b1s	Q4DA73		pdb→sifts→uniprot
13068	pdb:5b25	Q01064	PDE1B	pdb→sifts→uniprot
13069	pdb:5b2d	Q9WAF5	HN	pdb→sifts→uniprot
13070	pdb:5b4k	Q9Y233	PDE10A	pdb→sifts→uniprot
13071	pdb:5b4l	Q9Y233	PDE10A	pdb→sifts→uniprot
13072	pdb:5b4w	O43157	PLXNB1	pdb→sifts→uniprot
13073	pdb:5b56	P52293	Kpna2	pdb→sifts→uniprot
13074	pdb:5b5b	P13053	Vdr	pdb→sifts→uniprot
13075	pdb:5b5f	P22629		pdb→sifts→uniprot
13076	pdb:5b5g	P22629		pdb→sifts→uniprot
13077	pdb:5b5o	P45452	MMP13	pdb→sifts→uniprot
13078	pdb:5b5p	P45452	MMP13	pdb→sifts→uniprot
13079	pdb:5b6c	P55072	VCP	pdb→sifts→uniprot
13080	pdb:5b6g	P25054	APC	pdb→sifts→uniprot
13081	pdb:5bjt	P55899	FCGRT	pdb→sifts→uniprot
13082	pdb:5bml	Q13464	ROCK1	pdb→sifts→uniprot
13083	pdb:5bmm	P00523	SRC	pdb→sifts→uniprot
13084	pdb:5bms	O96013	PAK4	pdb→sifts→uniprot
13085	pdb:5bnj	P49336	CDK8	pdb→sifts→uniprot
13086	pdb:5bnm	P0A6R0	fabH	pdb→sifts→uniprot
13087	pdb:5bnr	P0A6R0	fabH	pdb→sifts→uniprot
13088	pdb:5bns	P0A6R0	fabH	pdb→sifts→uniprot
13089	pdb:5boj	P02766	TTR	pdb→sifts→uniprot
13090	pdb:5bot	P45452	MMP13	pdb→sifts→uniprot
13091	pdb:5boy	P45452	MMP13	pdb→sifts→uniprot
13092	pdb:5bpa	P45452	MMP13	pdb→sifts→uniprot
13093	pdb:5bpe	A0A0X1KHD2		pdb→sifts→uniprot
13094	pdb:5bpp	P09960	LTA4H	pdb→sifts→uniprot
13095	pdb:5bq0	Q06187	BTK	pdb→sifts→uniprot
13096	pdb:5bqg	O14684	PTGES	pdb→sifts→uniprot
13097	pdb:5bqh	O14684	PTGES	pdb→sifts→uniprot
13098	pdb:5bqi	O14684	PTGES	pdb→sifts→uniprot
13099	pdb:5bqs	C1CIR8	fabH	pdb→sifts→uniprot
13100	pdb:5brn	P00492	HPRT1	pdb→sifts→uniprot
13101	pdb:5bry	P03366	gag-pol	pdb→sifts→uniprot
13102	pdb:5brz	P04439	HLA-A	pdb→sifts→uniprot
13103	pdb:5bs0	P04439	HLA-A	pdb→sifts→uniprot
13104	pdb:5bs4	P03366	gag-pol	pdb→sifts→uniprot
13105	pdb:5bsk	P00492	HPRT1	pdb→sifts→uniprot
13106	pdb:5btr	Q96EB6	SIRT1	pdb→sifts→uniprot
13107	pdb:5btv	P31947	SFN	pdb→sifts→uniprot
13108	pdb:5btx			pdb_not_in_sifts
13109	pdb:5bue	P28482	MAPK1	pdb→sifts→uniprot
13110	pdb:5bui	P28482	MAPK1	pdb→sifts→uniprot
13111	pdb:5buj	P28482	MAPK1	pdb→sifts→uniprot
13112	pdb:5bv3	Q06151	DCS1	pdb→sifts→uniprot
13113	pdb:5bvd	P28482	MAPK1	pdb→sifts→uniprot
13114	pdb:5bve	P28482	MAPK1	pdb→sifts→uniprot
13115	pdb:5bvf	P28482	MAPK1	pdb→sifts→uniprot
13116	pdb:5bvn	Q08345	DDR1	pdb→sifts→uniprot
13117	pdb:5bvo	Q08345	DDR1	pdb→sifts→uniprot
13118	pdb:5bvw	Q08345	DDR1	pdb→sifts→uniprot
13119	pdb:5bw4	C7Q5P8		pdb→sifts→uniprot
13120	pdb:5bwb	P04058	ache	pdb→sifts→uniprot
13121	pdb:5bwc	P04058	ache	pdb→sifts→uniprot
13122	pdb:5byi	P00918	CA2	pdb→sifts→uniprot
13123	pdb:5byy	Q13164	MAPK7	pdb→sifts→uniprot
13124	pdb:5byz	Q13164	MAPK7	pdb→sifts→uniprot
13125	pdb:5c0k	P98170	XIAP	pdb→sifts→uniprot
13126	pdb:5c0m	Q96ES7	SGF29	pdb→sifts→uniprot
13127	pdb:5c11	P29375	KDM5A	pdb→sifts→uniprot
13128	pdb:5c13	Q5VWG9	TAF3	pdb→sifts→uniprot
13129	pdb:5c1m	P42866	Oprm1	pdb→sifts→uniprot
13130	pdb:5c1w	Q9Y233	PDE10A	pdb→sifts→uniprot
13131	pdb:5c1x	A9XG43		pdb→sifts→uniprot
13132	pdb:5c1y	A9XG43		pdb→sifts→uniprot
13133	pdb:5c20	A9XG43		pdb→sifts→uniprot
13134	pdb:5c26	P43405	SYK	pdb→sifts→uniprot
13135	pdb:5c28	Q9Y233	PDE10A	pdb→sifts→uniprot
13136	pdb:5c29	Q9Y233	PDE10A	pdb→sifts→uniprot
13137	pdb:5c2a	Q9Y233	PDE10A	pdb→sifts→uniprot
13138	pdb:5c2e	Q9Y233	PDE10A	pdb→sifts→uniprot
13139	pdb:5c2h	Q9Y233	PDE10A	pdb→sifts→uniprot
13140	pdb:5c2o	Q8DSE5	comEB	pdb→sifts→uniprot
13141	pdb:5c3k	P98170	XIAP	pdb→sifts→uniprot
13142	pdb:5c3p	Q7RYZ9		pdb→sifts→uniprot
13143	pdb:5c42	P03366	gag-pol	pdb→sifts→uniprot
13144	pdb:5c4k	O68183	aph(2'')-Id	pdb→sifts→uniprot
13145	pdb:5c4l	O68183	aph(2'')-Id	pdb→sifts→uniprot
13146	pdb:5c4o	P51449	RORC	pdb→sifts→uniprot
13147	pdb:5c4s	P51449	RORC	pdb→sifts→uniprot
13148	pdb:5c4t	P51449	RORC	pdb→sifts→uniprot
13149	pdb:5c4u	P51449	RORC	pdb→sifts→uniprot
13150	pdb:5c5h	P37353	menE	pdb→sifts→uniprot
13151	pdb:5c5t	Q84406	A085R	pdb→sifts→uniprot
13152	pdb:5c6v	Q5NBT9	TPR1	pdb→sifts→uniprot
13153	pdb:5c7a	P98170	XIAP	pdb→sifts→uniprot
13154	pdb:5c7b	P98170	XIAP	pdb→sifts→uniprot
13155	pdb:5c7c	P98170	XIAP	pdb→sifts→uniprot
13156	pdb:5c7d	P98170	XIAP	pdb→sifts→uniprot
13157	pdb:5c7e	Q5NBT9	TPR1	pdb→sifts→uniprot
13158	pdb:5c7f	Q5NBT9	TPR1	pdb→sifts→uniprot
13159	pdb:5c7n	P55201	BRPF1	pdb→sifts→uniprot
13160	pdb:5c83	P98170	XIAP	pdb→sifts→uniprot
13161	pdb:5c84	P98170	XIAP	pdb→sifts→uniprot
13162	pdb:5c85	P55201	BRPF1	pdb→sifts→uniprot
13163	pdb:5c8k	P00533	EGFR	pdb→sifts→uniprot
13164	pdb:5c8m	P00533	EGFR	pdb→sifts→uniprot
13165	pdb:5c8n	P00533	EGFR	pdb→sifts→uniprot
13166	pdb:5c91	P46934	NEDD4	pdb→sifts→uniprot
13167	pdb:5cal	P00533	EGFR	pdb→sifts→uniprot
13168	pdb:5can	P00533	EGFR	pdb→sifts→uniprot
13169	pdb:5cao	P00533	EGFR	pdb→sifts→uniprot
13170	pdb:5cap	P00533	EGFR	pdb→sifts→uniprot
13171	pdb:5caq	P00533	EGFR	pdb→sifts→uniprot
13172	pdb:5cas	P00533	EGFR	pdb→sifts→uniprot
13173	pdb:5cau	P00533	EGFR	pdb→sifts→uniprot
13174	pdb:5cav	P00533	EGFR	pdb→sifts→uniprot
13175	pdb:5cbm	A0A024V0B1		pdb→sifts→uniprot
13176	pdb:5cbr	P19491	Gria2	pdb→sifts→uniprot
13177	pdb:5cbs	P19491	Gria2	pdb→sifts→uniprot
13178	pdb:5cc2	Q63226	Grid2	pdb→sifts→uniprot
13179	pdb:5ccl	Q9H7B4	SMYD3	pdb→sifts→uniprot
13180	pdb:5ccm	Q9H7B4	SMYD3	pdb→sifts→uniprot
13181	pdb:5cdh	Q9APF7	map	pdb→sifts→uniprot
13182	pdb:5ceh	P29375	KDM5A	pdb→sifts→uniprot
13183	pdb:5cei	P49336	CDK8	pdb→sifts→uniprot
13184	pdb:5ceo	Q12852	MAP3K12	pdb→sifts→uniprot
13185	pdb:5cep	Q12852	MAP3K12	pdb→sifts→uniprot
13186	pdb:5ceq	Q12852	MAP3K12	pdb→sifts→uniprot
13187	pdb:5cf4	O60674	JAK2	pdb→sifts→uniprot
13188	pdb:5cf5	O60674	JAK2	pdb→sifts→uniprot
13189	pdb:5cf6	O60674	JAK2	pdb→sifts→uniprot
13190	pdb:5cf8	O60674	JAK2	pdb→sifts→uniprot
13191	pdb:5cfa	Q14U76	bbp	pdb→sifts→uniprot
13192	pdb:5cfb	O75311	GLRA3	pdb→sifts→uniprot
13193	pdb:5cgc	P00720	E	pdb→sifts→uniprot
13194	pdb:5cgd	P00720	E	pdb→sifts→uniprot
13195	pdb:5cgj	Q9Z2X8	Keap1	pdb→sifts→uniprot
13196	pdb:5cgv	C3W5S0	PA	pdb→sifts→uniprot
13197	pdb:5chk	P02701	AVD	pdb→sifts→uniprot
13198	pdb:5ci7	O75385	ULK1	pdb→sifts→uniprot
13199	pdb:5cil	P04578	env	pdb→sifts→uniprot
13200	pdb:5etm	P26281	folK	pdb→sifts→uniprot
13201	pdb:5etn	P26281	folK	pdb→sifts→uniprot
13202	pdb:5eto	P26281	folK	pdb→sifts→uniprot
13203	pdb:5etp	P26281	folK	pdb→sifts→uniprot
13204	pdb:5etq	Q2G0Q5		pdb→sifts→uniprot
13205	pdb:5etr	Q2G0Q5		pdb→sifts→uniprot
13206	pdb:5ets	Q2G0Q5		pdb→sifts→uniprot
13207	pdb:5ett	Q2G0Q5		pdb→sifts→uniprot
13208	pdb:5etu			pdb_not_in_sifts
13209	pdb:5etv	Q2G0Q5		pdb→sifts→uniprot
13210	pdb:5etx	C1KIK8		pdb→sifts→uniprot
13211	pdb:5ety	O95271	TNKS	pdb→sifts→uniprot
13212	pdb:5eu1	Q9H8M2	BRD9	pdb→sifts→uniprot
13213	pdb:5eud	Q67PY4		pdb→sifts→uniprot
13214	pdb:5eue	Q67PY4		pdb→sifts→uniprot
13215	pdb:5ev8	P52699		pdb→sifts→uniprot
13216	pdb:5evb	P52700		pdb→sifts→uniprot
13217	pdb:5evd	P52700		pdb→sifts→uniprot
13218	pdb:5evk	P52700		pdb→sifts→uniprot
13219	pdb:5evz	P11021	HSPA5	pdb→sifts→uniprot
13220	pdb:5ew0	Q9RMI1	sfhI	pdb→sifts→uniprot
13221	pdb:5ew3	P35968	KDR	pdb→sifts→uniprot
13222	pdb:5ew9	O14965	AURKA	pdb→sifts→uniprot
13223	pdb:5ewa	P52699		pdb→sifts→uniprot
13224	pdb:5ewh	P55201	BRPF1	pdb→sifts→uniprot
13225	pdb:5ewj	Q13224	GRIN2B	pdb→sifts→uniprot
13226	pdb:5ewk	C9Z6T8		pdb→sifts→uniprot
13227	pdb:5ewm	Q13224	GRIN2B	pdb→sifts→uniprot
13228	pdb:5ewy	C9Z6T8		pdb→sifts→uniprot
13229	pdb:5ewz	P63104	YWHAZ	pdb→sifts→uniprot
13230	pdb:5exl	P03951	F11	pdb→sifts→uniprot
13231	pdb:5exm	P03951	F11	pdb→sifts→uniprot
13232	pdb:5exn	P03951	F11	pdb→sifts→uniprot
13233	pdb:5exw	P11021	HSPA5	pdb→sifts→uniprot
13234	pdb:5ey0	A7X1N2	codY	pdb→sifts→uniprot
13235	pdb:5ey4	P11021	HSPA5	pdb→sifts→uniprot
13236	pdb:5ey8	A0R618	fadD32	pdb→sifts→uniprot
13237	pdb:5ey9	B2HMK0	fadD32	pdb→sifts→uniprot
13238	pdb:5eyc	P08581	MET	pdb→sifts→uniprot
13239	pdb:5eyd	P08581	MET	pdb→sifts→uniprot
13240	pdb:5eyk	Q6DE08	aurkb-a	pdb→sifts→uniprot
13241	pdb:5eym	Q02750	MAP2K1	pdb→sifts→uniprot
13242	pdb:5eyr	P9WMC1	ethR	pdb→sifts→uniprot
13243	pdb:5ez0	P29074	PTPN4	pdb→sifts→uniprot
13244	pdb:5ezg	P9WMC1	ethR	pdb→sifts→uniprot
13245	pdb:5ezh	P9WMC1	ethR	pdb→sifts→uniprot
13246	pdb:5ezx	P56817	BACE1	pdb→sifts→uniprot
13247	pdb:5ezz	P56817	BACE1	pdb→sifts→uniprot
13248	pdb:5f00	P56817	BACE1	pdb→sifts→uniprot
13249	pdb:5f01	P56817	BACE1	pdb→sifts→uniprot
13250	pdb:5f02	P07711	CTSL	pdb→sifts→uniprot
13251	pdb:5f08	P9WMC1	ethR	pdb→sifts→uniprot
13252	pdb:5f0f	P9WMC1	ethR	pdb→sifts→uniprot
13253	pdb:5f0h	P9WMC1	ethR	pdb→sifts→uniprot
13254	pdb:5f1c	G3MM57		pdb→sifts→uniprot
13255	pdb:5f1h	Q9H8M2	BRD9	pdb→sifts→uniprot
13256	pdb:5f1j	P9WMC1	ethR	pdb→sifts→uniprot
13257	pdb:5f1l	Q9H8M2	BRD9	pdb→sifts→uniprot
13258	pdb:5f1r	P22262	prfA	pdb→sifts→uniprot
13259	pdb:5f1u	Q9PPB4	dapA	pdb→sifts→uniprot
13260	pdb:5f1v	Q9PPB4	dapA	pdb→sifts→uniprot
13261	pdb:5f1x	P11021	HSPA5	pdb→sifts→uniprot
13262	pdb:5f1z	P29597	TYK2	pdb→sifts→uniprot
13263	pdb:5f20	P29597	TYK2	pdb→sifts→uniprot
13264	pdb:5f25	Q9H8M2	BRD9	pdb→sifts→uniprot
13265	pdb:5f29	Q2FZQ4		pdb→sifts→uniprot
13266	pdb:5f2f	P08191	fimH	pdb→sifts→uniprot
13267	pdb:5f2k	B2HHT4		pdb→sifts→uniprot
13268	pdb:5f2p	Q9H8M2	BRD9	pdb→sifts→uniprot
13269	pdb:5f2r	P11021	HSPA5	pdb→sifts→uniprot
13270	pdb:5f2s	O75164	KDM4A	pdb→sifts→uniprot
13271	pdb:5f2u	O43924	PDE6D	pdb→sifts→uniprot
13272	pdb:5f2w	O75164	KDM4A	pdb→sifts→uniprot
13273	pdb:5f32	O75164	KDM4A	pdb→sifts→uniprot
13274	pdb:5f37	O75164	KDM4A	pdb→sifts→uniprot
13275	pdb:5f39	O75164	KDM4A	pdb→sifts→uniprot
13276	pdb:5f3c	O75164	KDM4A	pdb→sifts→uniprot
13277	pdb:5f3e	O75164	KDM4A	pdb→sifts→uniprot
13278	pdb:5f3g	O75164	KDM4A	pdb→sifts→uniprot
13279	pdb:5f3i	O75164	KDM4A	pdb→sifts→uniprot
13280	pdb:5f3t	Q6YMS4	pol	pdb→sifts→uniprot
13281	pdb:5f3z	Q6YMS4	pol	pdb→sifts→uniprot
13282	pdb:5f41	Q6YMS4	pol	pdb→sifts→uniprot
13283	pdb:5f4l	C6G099	env	pdb→sifts→uniprot
13284	pdb:5f4n	O14757	CHEK1	pdb→sifts→uniprot
13285	pdb:5f4p	C6G099	env	pdb→sifts→uniprot
13286	pdb:5f4r	C6G099	env	pdb→sifts→uniprot
13287	pdb:5f4u	C6G099	env	pdb→sifts→uniprot
13288	pdb:5f5b	P09391	glpG	pdb→sifts→uniprot
13289	pdb:5f5i	O75164	KDM4A	pdb→sifts→uniprot
13290	pdb:5f5z	O60885	BRD4	pdb→sifts→uniprot
13291	pdb:5f60	O60885	BRD4	pdb→sifts→uniprot
13292	pdb:5f61	O60885	BRD4	pdb→sifts→uniprot
13293	pdb:5f62	O60885	BRD4	pdb→sifts→uniprot
13294	pdb:5f63	O60885	BRD4	pdb→sifts→uniprot
13295	pdb:5f67	Q24008	inaD	pdb→sifts→uniprot
13296	pdb:5f6u	P63279	UBE2I	pdb→sifts→uniprot
13297	pdb:5f6v	P63279	UBE2I	pdb→sifts→uniprot
13298	pdb:5f74	Q9CQV8	Ywhab	pdb→sifts→uniprot
13299	pdb:5f8y	H2FH31		pdb→sifts→uniprot
13300	pdb:5f90	H2FH31		pdb→sifts→uniprot
13301	pdb:5f91	P9WN93	fumC	pdb→sifts→uniprot
13302	pdb:5f94	P49841	GSK3B	pdb→sifts→uniprot
13303	pdb:5f95	P49841	GSK3B	pdb→sifts→uniprot
13304	pdb:5f9b	P37231	PPARG	pdb→sifts→uniprot
13305	pdb:5f9e	Q04759	PRKCQ	pdb→sifts→uniprot
13306	pdb:5fa7	Q9EXV5	blaUOE-1	pdb→sifts→uniprot
13307	pdb:5fah	P49862	KLK7	pdb→sifts→uniprot
13308	pdb:5fao	Q9EXV5	blaUOE-1	pdb→sifts→uniprot
13309	pdb:5fap	Q9EXV5	blaUOE-1	pdb→sifts→uniprot
13310	pdb:5faq	Q6XEC0	OXA-48	pdb→sifts→uniprot
13311	pdb:5fas	Q6XEC0	OXA-48	pdb→sifts→uniprot
13312	pdb:5fat	Q6XEC0	OXA-48	pdb→sifts→uniprot
13313	pdb:5fb0	P23497	SP100	pdb→sifts→uniprot
13314	pdb:5fb1	P23497	SP100	pdb→sifts→uniprot
13315	pdb:5fb7	A0A093VKV7		pdb→sifts→uniprot
13316	pdb:5fbe	P00746	CFD	pdb→sifts→uniprot
13317	pdb:5fbi	P00746	CFD	pdb→sifts→uniprot
13318	pdb:5fbn	Q06187	BTK	pdb→sifts→uniprot
13319	pdb:5fbo	Q06187	BTK	pdb→sifts→uniprot
13320	pdb:5fck	P00746	CFD	pdb→sifts→uniprot
13321	pdb:5fcw	Q9BY41	HDAC8	pdb→sifts→uniprot
13322	pdb:5fcz	O85361	hex	pdb→sifts→uniprot
13323	pdb:5fd2	P15056	BRAF	pdb→sifts→uniprot
13324	pdb:5fdc	P00918	CA2	pdb→sifts→uniprot
13325	pdb:5fdd	P03433	PA	pdb→sifts→uniprot
13326	pdb:5fdg	P03433	PA	pdb→sifts→uniprot
13327	pdb:5fdi	P00918	CA2	pdb→sifts→uniprot
13328	pdb:5fdo	Q07820	MCL1	pdb→sifts→uniprot
13329	pdb:5fdp	Q08345	DDR1	pdb→sifts→uniprot
13330	pdb:5fdr	Q07820	MCL1	pdb→sifts→uniprot
13331	pdb:5fdz	Q92831	KAT2B	pdb→sifts→uniprot
13332	pdb:5fe6	Q92831	KAT2B	pdb→sifts→uniprot
13333	pdb:5fe7	Q92831	KAT2B	pdb→sifts→uniprot
13334	pdb:5fe9	Q92831	KAT2B	pdb→sifts→uniprot
13335	pdb:5ff6			pdb_not_in_sifts
13336	pdb:5fgk	P49336	CDK8	pdb→sifts→uniprot
13337	pdb:5fh6	Q86U86	PBRM1	pdb→sifts→uniprot
13338	pdb:5fh7	Q86U86	PBRM1	pdb→sifts→uniprot
13339	pdb:5fh8	Q86U86	PBRM1	pdb→sifts→uniprot
13340	pdb:5fhm	P19491	Gria2	pdb→sifts→uniprot
13341	pdb:5fhn	P19491	Gria2	pdb→sifts→uniprot
13342	pdb:5fho	P19491	Gria2	pdb→sifts→uniprot
13343	pdb:5fi2	O94925	GLS	pdb→sifts→uniprot
13344	pdb:5fi6	O94925	GLS	pdb→sifts→uniprot
13345	pdb:5fi7	O94925	GLS	pdb→sifts→uniprot
13346	pdb:5fiv	P16088	pol	pdb→sifts→uniprot
13347	pdb:5fjw	P43621	RET2	pdb→sifts→uniprot
13348	pdb:5fjx	P43621	RET2	pdb→sifts→uniprot
13349	pdb:5fkj	P21836	Ache	pdb→sifts→uniprot
13350	pdb:5fky	Q89ZI2		pdb→sifts→uniprot
13351	pdb:5fl0	Q89ZI2		pdb→sifts→uniprot
13352	pdb:5fl1	Q89ZI2		pdb→sifts→uniprot
13353	pdb:5fl4	Q16790	CA9	pdb→sifts→uniprot
13354	pdb:5fl5	Q16790	CA9	pdb→sifts→uniprot
13355	pdb:5fl6	Q16790	CA9	pdb→sifts→uniprot
13356	pdb:5flo	P00918	CA2	pdb→sifts→uniprot
13357	pdb:5flp	P00918	CA2	pdb→sifts→uniprot
13358	pdb:5flq	P00918	CA2	pdb→sifts→uniprot
13359	pdb:5fls	P00918	CA2	pdb→sifts→uniprot
13360	pdb:5flt	P00918	CA2	pdb→sifts→uniprot
13361	pdb:5fnc	P07900	HSP90AA1	pdb→sifts→uniprot
13362	pdb:5fnd	P07900	HSP90AA1	pdb→sifts→uniprot
13363	pdb:5fnf	P07900	HSP90AA1	pdb→sifts→uniprot
13364	pdb:5fng	P00918	CA2	pdb→sifts→uniprot
13365	pdb:5fni	P00918	CA2	pdb→sifts→uniprot
13366	pdb:5fnj	P00918	CA2	pdb→sifts→uniprot
13367	pdb:5fnr	Q9Z2X8	Keap1	pdb→sifts→uniprot
13368	pdb:5fns	Q9Z2X8	Keap1	pdb→sifts→uniprot
13369	pdb:5fnt	Q9Z2X8	Keap1	pdb→sifts→uniprot
13370	pdb:5fnu	Q9Z2X8	Keap1	pdb→sifts→uniprot
13371	pdb:5fog	B6AA20		pdb→sifts→uniprot
13372	pdb:5fol	B6AA20		pdb→sifts→uniprot
13373	pdb:5fom	B6AA20		pdb→sifts→uniprot
13374	pdb:5foo	Q99YP9		pdb→sifts→uniprot
13375	pdb:5fos	O74036	radA	pdb→sifts→uniprot
13376	pdb:5fot	O74036	radA	pdb→sifts→uniprot
13377	pdb:5fou	O74036	radA	pdb→sifts→uniprot
13378	pdb:5fov	O74036	radA	pdb→sifts→uniprot
13379	pdb:5fow	O74036	radA	pdb→sifts→uniprot
13380	pdb:5fox	O74036	radA	pdb→sifts→uniprot
13381	pdb:5fp0	P34913	EPHX2	pdb→sifts→uniprot
13382	pdb:5fpi	P84092	Ap2m1	pdb→sifts→uniprot
13383	pdb:5fpk	O74036	radA	pdb→sifts→uniprot
13384	pdb:5fpp	P21836	Ache	pdb→sifts→uniprot
13385	pdb:5fpu	Q9UGL1	KDM5B	pdb→sifts→uniprot
13386	pdb:5fq9	P14489	OXA-10	pdb→sifts→uniprot
13387	pdb:5fqb	P04190	blm	pdb→sifts→uniprot
13388	pdb:5fqc	Q9K2N0	blaVIM-2	pdb→sifts→uniprot
13389	pdb:5fqp	P03372	ESR1	pdb→sifts→uniprot
13390	pdb:5fqr	P03372	ESR1	pdb→sifts→uniprot
13391	pdb:5fqs	P03372	ESR1	pdb→sifts→uniprot
